map_10dl_1min_no_rs, map_10dl_1min_yes_rs, map_10dl_2min_no_rs, map_15dl_1min_no_rs, map_15dl_2min_no_rs, map_15dl_2min_yes_rs, map_20dl_1min_no_rs, map_20dl_2min_no_rs, map_20dl_2min_yes_rs, map_20dl_3min_no_rs, map_20dl_3min_yes_rs
9.901468473242663038e+01,1.044190289607011550e+02,9.889078559287109726e+01,9.348360914867912186e+01,9.344421620584986954e+01,1.045486174237679364e+02,8.353981760754368224e+01,9.172011860574760078e+01,1.028149500696962662e+02,8.331230059432624557e+01,9.807060578292029618e+01
9.884114054002009198e+01,1.043415332831729359e+02,9.876531230999587763e+01,9.329276837355504881e+01,9.326917872658881947e+01,1.044216671671349417e+02,8.417321865012600313e+01,9.106211514270918883e+01,1.027942093324685402e+02,8.272183340352998471e+01,9.802462005418013291e+01
9.881358720959875086e+01,1.044098222114930223e+02,9.878423142913101174e+01,9.330961104179732502e+01,9.329333398608328309e+01,1.044418508671467549e+02,8.516795455024930561e+01,9.010874612110191606e+01,1.029542992019957239e+02,8.224888139531707054e+01,9.817432444196110453e+01
9.894821764704033740e+01,1.045998393266253856e+02,9.894532568631539959e+01,9.352432636613794159e+01,9.349960478528177532e+01,1.046026180302982027e+02,8.641235670405542635e+01,8.903906645999425962e+01,1.033068200249131507e+02,8.176250761095830910e+01,9.850184721886530781e+01
9.901947662131492223e+01,1.047015545610088054e+02,9.901378217958587413e+01,9.365263582917478402e+01,9.360476555938161880e+01,1.046921174021812675e+02,8.751123594167809472e+01,8.778442902935432812e+01,1.036599400543280325e+02,8.094427845489526874e+01,9.874889384235139289e+01
9.888903082541879996e+01,1.045886092516545318e+02,9.885414870848815383e+01,9.353107668574145350e+01,9.345613128763793043e+01,1.045759952868216232e+02,8.831069597114831993e+01,8.638594043232910735e+01,1.038711172849844218e+02,7.977514037925034529e+01,9.874911435784454738e+01
9.870844758853890255e+01,1.043877254039813494e+02,9.864132817652715346e+01,9.334174506914028768e+01,9.324475560879329805e+01,1.043708048402405950e+02,8.909292394752880284e+01,8.517787946481838901e+01,1.040010472065036566e+02,7.870744019145907089e+01,9.864113605768602611e+01
9.871498253974121440e+01,1.043124703902310415e+02,9.864075971622085603e+01,9.335657176552430769e+01,9.324876895834522372e+01,1.042890760122095202e+02,9.016940942486914423e+01,8.448692564835968710e+01,1.041836453068506358e+02,7.823401560990890857e+01,9.867491650366405054e+01
9.890569708402961169e+01,1.043874409908334684e+02,9.885401690125844709e+01,9.356576740003067982e+01,9.345206607089484407e+01,1.043610225208144300e+02,9.137430538109482825e+01,8.423367347406914973e+01,1.044041657406240518e+02,7.838229904973182727e+01,9.887199247855110684e+01
9.903597041355565977e+01,1.044349528929666633e+02,9.901388059862371449e+01,9.369075469611171059e+01,9.356912481152959060e+01,1.044180141137698570e+02,9.213953112893211994e+01,8.399866297694993023e+01,1.044894264918001596e+02,7.878710112069997251e+01,9.900816216962928706e+01
9.895410584516481833e+01,1.043385040631388847e+02,9.893793192236927325e+01,9.357231837734931901e+01,9.343997807384634768e+01,1.043494417218552712e+02,9.206418168279792269e+01,8.350002903736466919e+01,1.043492235083794668e+02,7.921444541177062604e+01,9.894495537081900238e+01
9.880279720604552551e+01,1.042060856311364887e+02,9.875444345557718862e+01,9.339437825813030258e+01,9.324461563737285985e+01,1.042559986060812207e+02,9.127543544363383887e+01,8.285111166839553221e+01,1.041270783997263578e+02,7.980365687563400456e+01,9.883446650312959036e+01
9.881627622604203509e+01,1.042204256713813209e+02,9.871750276795495438e+01,9.342345339585506281e+01,9.325845943465624543e+01,1.043073733964715331e+02,9.018457341654985271e+01,8.228071955715951447e+01,1.040445905097733146e+02,8.073942775876638223e+01,9.891717329870260755e+01
9.898888435801355001e+01,1.043792795519829468e+02,9.885403426845365971e+01,9.364257340652910955e+01,9.346613405062485924e+01,1.044883346637695922e+02,8.902355988778161588e+01,8.173955623002881055e+01,1.041455257812205275e+02,8.186038946435415653e+01,9.917890135708309174e+01
9.907625854323968895e+01,1.044913830222375566e+02,9.893978032322645788e+01,9.377151208172283248e+01,9.358208688175578516e+01,1.045973443991066318e+02,8.776531060933483275e+01,8.097340883688880808e+01,1.042633620102588452e+02,8.278703011534157952e+01,9.935271848901668079e+01
9.893829663304002509e+01,1.044369527181017077e+02,9.882978785963899782e+01,9.365071887544615947e+01,9.344874989408371846e+01,1.045100282385306372e+02,8.645110953840034540e+01,7.997631434019743324e+01,1.042642321538448584e+02,8.341092783695994228e+01,9.926929827251920813e+01
9.874288219788203946e+01,1.043243793103244741e+02,9.866729738489080148e+01,9.345858573456068541e+01,9.324979505061557461e+01,1.043375160304220515e+02,8.538084630471466596e+01,7.915843157619742954e+01,1.042189907731963388e+02,8.404513008867643009e+01,9.907229691122809356e+01
9.874510728394186287e+01,1.043325043451949483e+02,9.869232766063127826e+01,9.346525408432302129e+01,9.326329299958325691e+01,1.042804275354590544e+02,8.483341412571562046e+01,7.894244676645806180e+01,1.042807501229284384e+02,8.500776324978689047e+01,9.902509066175271357e+01
9.894171334783700900e+01,1.044607974082735495e+02,9.890928649247270243e+01,9.365783087481378288e+01,9.347488882372400099e+01,1.043576477502293756e+02,8.469162523751312222e+01,7.929534970392128912e+01,1.044390647061203197e+02,8.619429627822505324e+01,9.915544785385452542e+01
9.907435557729787945e+01,1.045238131171723381e+02,9.906911056054322273e+01,9.376201008194803421e+01,9.359611417785023946e+01,1.043979841937185284e+02,8.452388442939052027e+01,7.982742168813162209e+01,1.045216835702819793e+02,8.721600377999919829e+01,9.923920088209342794e+01
9.897808805567073875e+01,1.044043790129503009e+02,9.899836199797955771e+01,9.362650868360061907e+01,9.346402901154343112e+01,1.042971103079335364e+02,8.406412765290473033e+01,8.031266677637204054e+01,1.044355239640303665e+02,8.792694062287795020e+01,9.913516256275339344e+01
9.879708315296089438e+01,1.042207181718149656e+02,9.882610364459797836e+01,9.342871497721755247e+01,9.325992049664289141e+01,1.041649305166452422e+02,8.346013793755561494e+01,8.091314185532746706e+01,1.042856647067758473e+02,8.862501768079420117e+01,9.899076908243549155e+01
9.878303376034962469e+01,1.041703874290094092e+02,9.879620481530618292e+01,9.343807455677490736e+01,9.326344098459070153e+01,1.041819322033299358e+02,8.296839280909266279e+01,8.183580883591697841e+01,1.042276645885743989e+02,8.963525783197198393e+01,9.903641857115478331e+01
9.894821175532332802e+01,1.042766111596563974e+02,9.892790635260317345e+01,9.363948530424828220e+01,9.346629610483611827e+01,1.043446615241502258e+02,8.253528975550301539e+01,8.293198276029238514e+01,1.042601341007035103e+02,9.080675920948640112e+01,9.925788245919113706e+01
9.905203315722177138e+01,1.043668215744621932e+02,9.899685258440089797e+01,9.375095142291513639e+01,9.358534410432521611e+01,1.044572228905710318e+02,8.187058514148030497e+01,8.382718712101490155e+01,1.042514898781355868e+02,9.158425831662779615e+01,9.938665903644113087e+01
9.893974513027492890e+01,1.043187297833592453e+02,9.886382520195022039e+01,9.361536519189530736e+01,9.345809703329804563e+01,1.043966552662669329e+02,8.092744903133528567e+01,8.442359526137433079e+01,1.041434941671175665e+02,9.158001058926268456e+01,9.924285747048692485e+01
9.875806478567987767e+01,1.042364066132823126e+02,9.868281633486532201e+01,9.341685220090965913e+01,9.326327696501800801e+01,1.042810403837359843e+02,8.009956767105255437e+01,8.505832902078671509e+01,1.040333776806182868e+02,9.092069274562534531e+01,9.897175271595138213e+01
9.875444754147936521e+01,1.042926239743564736e+02,9.869671797312487627e+01,9.343596253464555446e+01,9.327676887029679165e+01,1.042989045361983784e+02,7.981882241286703561e+01,8.608122523895431755e+01,1.040380619011106518e+02,8.998473100127677071e+01,9.884127030305066341e+01
9.893677288021243044e+01,1.044732376753100027e+02,9.890427697364573589e+01,9.366290940739739312e+01,9.348661075849244639e+01,1.044504519196679269e+02,8.007382533890765330e+01,8.739827704224964577e+01,1.041275040717965510e+02,8.894333994174949964e+01,9.889095428642131935e+01
9.906390916200800234e+01,1.045834094085184915e+02,9.905379378219679154e+01,9.381022196469001528e+01,9.360858759601485701e+01,1.045481011530101654e+02,8.049219818502963619e+01,8.858633922290660223e+01,1.041478691850835219e+02,8.771409353498252415e+01,9.891608863490957049e+01
9.898326101515095843e+01,1.045045421195233075e+02,9.897934819151170416e+01,9.370948799469644541e+01,9.348132400031244060e+01,1.044729410709574466e+02,8.085772735871513817e+01,8.943349663681381401e+01,1.040278413212012509e+02,8.632696644421258725e+01,9.878842528888739594e+01
9.883635082269312022e+01,1.043470570845498315e+02,9.881522386934118174e+01,9.353367316209215687e+01,9.328639475873950460e+01,1.043323718788847145e+02,8.134674037513671863e+01,9.016642007427998351e+01,1.038766398762765135e+02,8.511649004364082316e+01,9.864936865706448543e+01
9.885967615657793317e+01,1.043077402096089941e+02,9.880233303104553499e+01,9.355350495659632770e+01,9.330107264915966425e+01,1.043145828734169953e+02,8.218887193157186744e+01,9.105598994083186426e+01,1.038411860993509634e+02,8.441978973184671986e+01,9.871659242155169522e+01
9.904961076541525244e+01,1.044037821511727486e+02,9.895288530808934979e+01,9.375609184996697820e+01,9.351614339520027386e+01,1.044320529884999473e+02,8.325246524574266971e+01,9.191119496640175157e+01,1.039174199731449306e+02,8.416685701211923742e+01,9.896697573628523514e+01
9.915389688571259796e+01,1.044606091729355200e+02,9.903644483159337142e+01,9.385881760062808610e+01,9.364911501475394573e+01,1.045093858261939914e+02,8.416034099665311885e+01,9.216609473651826079e+01,1.039757775239954327e+02,8.393753601168013745e+01,9.913290751567079440e+01
9.901527801460606781e+01,1.043693572332154105e+02,9.891248410450536710e+01,9.370343829526362356e+01,9.353605411593956376e+01,1.044337556775861913e+02,8.479071384859490479e+01,9.148645762741827525e+01,1.039555604470769481e+02,8.343968716341818492e+01,9.903684267897230598e+01
9.879150487849776141e+01,1.042405222515735517e+02,9.873301599882000801e+01,9.347807220397933747e+01,9.335594327900442124e+01,1.043128383462972408e+02,8.545645918738532032e+01,9.013064841462619370e+01,1.039420261380597310e+02,8.277592963942142035e+01,9.881683919336876443e+01
9.874906110066436327e+01,1.042533154014263772e+02,9.873761376232407372e+01,9.346571446193796362e+01,9.337760070304005922e+01,1.043243807243599974e+02,8.650689947263632007e+01,8.866003469148030547e+01,1.040285201883663291e+02,8.217386509591754873e+01,9.873442911898760599e+01
9.891318501885226055e+01,1.044024664897261800e+02,9.892446032912162934e+01,9.366230806086402083e+01,9.359081728230036390e+01,1.044681422957126102e+02,8.786729944161173478e+01,8.739138382979894004e+01,1.041624291659671400e+02,8.159667149551185616e+01,9.883020841845342375e+01
9.904985431570761989e+01,1.045005610490696881e+02,9.904913689418054901e+01,9.379043888762659265e+01,9.372027023149564684e+01,1.045569183541699658e+02,8.911499630271998740e+01,8.627398381105810188e+01,1.041942730339641230e+02,8.080838729514468355e+01,9.889669807936661527e+01
9.899684899772842073e+01,1.044348491931024512e+02,9.895996555754402380e+01,9.368570394746242869e+01,9.360863853049089300e+01,1.044687369649703896e+02,9.000753836625683846e+01,8.525190196114111529e+01,1.040784402054535747e+02,7.981510447278724030e+01,9.879721533996494998e+01
9.887850459007061943e+01,1.043161400321123011e+02,9.880036156407891212e+01,9.351401795993147914e+01,9.343666055634244572e+01,1.043135424355875500e+02,9.073886754768969354e+01,8.451041520318793232e+01,1.039506545546820604e+02,7.902294740902372894e+01,9.866874398846717042e+01
9.891752944093494193e+01,1.043238348148457959e+02,9.880820165070430505e+01,9.353991628841734496e+01,9.346615467536027211e+01,1.042818748537593621e+02,9.155271958341363359e+01,8.423999430945785605e+01,1.039609548273912338e+02,7.883789650853621822e+01,9.872960631668949816e+01
9.910309679775768643e+01,1.044575953694365751e+02,9.898080571887038559e+01,9.374823537940467588e+01,9.367993724905022646e+01,1.043870726422956636e+02,9.225086198333301013e+01,8.426920551032301887e+01,1.040775953579075974e+02,7.921563668240072786e+01,9.896377254082709385e+01
9.918978144783150697e+01,1.045334829462939865e+02,9.907231216929126560e+01,9.385721464978112749e+01,9.380352679110625047e+01,1.044546609439716178e+02,9.228897998200780250e+01,8.413629516878658876e+01,1.041367123310274678e+02,7.976458780370752777e+01,9.912049449645654420e+01
9.903753241609454960e+01,1.044385461856432471e+02,9.893697892895670520e+01,9.371248954031875655e+01,9.368300876025386970e+01,1.043725172962912211e+02,9.138726537020950502e+01,8.357125867478660552e+01,1.040712427007994876e+02,8.026369919631885352e+01,9.904533393799437135e+01
9.880951979465692148e+01,1.042913434183336960e+02,9.873893656666822949e+01,9.350226113264773176e+01,9.349694764415595216e+01,1.042450449342861276e+02,8.988088140296702022e+01,8.276127058212470899e+01,1.039988730927234002e+02,8.088104808139270574e+01,9.888491499244939575e+01
9.877284351772465243e+01,1.042801093563258661e+02,9.873749093478431860e+01,9.350568680697652724e+01,9.351817543422191648e+01,1.042519477541434441e+02,8.838611234707308029e+01,8.205174754869750586e+01,1.040571092798695645e+02,8.182365850183727218e+01,9.888407391631771759e+01
9.895208603381850310e+01,1.044108276093044054e+02,9.893812737021193016e+01,9.371381947913681643e+01,9.373157237293258959e+01,1.043937798184315540e+02,8.722438283324895281e+01,8.150186060702171176e+01,1.042024741100608907e+02,8.293832709111067913e+01,9.905474673901262861e+01
9.910498687819095665e+01,1.045051846943701008e+02,9.908620851874616164e+01,9.384629040790377985e+01,9.384952983599295351e+01,1.044875221000489063e+02,8.629549361956686937e+01,8.090288957041495621e+01,1.042667508285976226e+02,8.384699025191048349e+01,9.916472962570331617e+01
9.905496073500280829e+01,1.044485980888376702e+02,9.901081197690986357e+01,9.374079871201111303e+01,9.370892493056207684e+01,1.044210476506114986e+02,8.546720373768854984e+01,8.020985003349751707e+01,1.041932718863300522e+02,8.444719183999096401e+01,9.906179611385255157e+01
9.891715070769750184e+01,1.043434761326834348e+02,9.884342315905712439e+01,9.357152669960329661e+01,9.348843885468832582e+01,1.043026085875522995e+02,8.486122060795703703e+01,7.974111746562969927e+01,1.041108445363555859e+02,8.507521245007190203e+01,9.888436523353573193e+01
9.891476879085995222e+01,1.043618970932031260e+02,9.882659662335419171e+01,9.360631774133506156e+01,9.346466967761907085e+01,1.043102652800565693e+02,8.464568941704841620e+01,7.983136332608631847e+01,1.041567339975921129e+02,8.608741193294342509e+01,9.887877791415147044e+01
9.905535917590043482e+01,1.044992080825325900e+02,9.897528243502199530e+01,9.382956182581658311e+01,9.363356220515049699e+01,1.044422435891677026e+02,8.467455463033884655e+01,8.040003676457176596e+01,1.042912639221028570e+02,8.739835872382195703e+01,9.905949664687402390e+01
9.912068781633747960e+01,1.045660866332001859e+02,9.905933033128225418e+01,9.395781993782364339e+01,9.372578143176482968e+01,1.045148900885434955e+02,8.454162183881422266e+01,8.105119357066614327e+01,1.043440375132928182e+02,8.858360265895160524e+01,9.919270808782059135e+01
9.898080091781520196e+01,1.044432337477369401e+02,9.893490202531137356e+01,9.383152235472493885e+01,9.359004644624802438e+01,1.044167932583654164e+02,8.402627760475216689e+01,8.157856378300138545e+01,1.042479109467289931e+02,8.942493749745356979e+01,9.912412114309400124e+01
9.878552932322388358e+01,1.042533451270140290e+02,9.875466131831132088e+01,9.363248124414543838e+01,9.340056650546132744e+01,1.042656653912592759e+02,8.332398791316302322e+01,8.217663949232289156e+01,1.041285214821935341e+02,9.014985141082031816e+01,9.898288846718176615e+01
9.878196279008173519e+01,1.041997040349809822e+02,9.876588413899780505e+01,9.363530646383428291e+01,9.341947010773226623e+01,1.042522016472936457e+02,8.275085751288173697e+01,8.308487604344659871e+01,1.041279136975338560e+02,9.103385157042279729e+01,9.900022992102363162e+01
9.898098063397179658e+01,1.043036915429248523e+02,9.897026002558395419e+01,9.383059220729104766e+01,9.363145076137344347e+01,1.043868204953947583e+02,8.232644851596209890e+01,8.417446540847359415e+01,1.042163543176630895e+02,9.188768994394037293e+01,9.918264804447024119e+01
9.913579313683582939e+01,1.043903869855310660e+02,9.911271642514033431e+01,9.393646184893981399e+01,9.375627727809204259e+01,1.044896784440640118e+02,8.181119864740990977e+01,8.507392592165639655e+01,1.042371528865026704e+02,9.213977337224491748e+01,9.929041296679280038e+01
9.907613213533325336e+01,1.043390406974999820e+02,9.902473199882221877e+01,9.378920657172807296e+01,9.363071337585584786e+01,1.044374629796538443e+02,8.115138358107716954e+01,8.567721942118558331e+01,1.041332384713513619e+02,9.144857489764119407e+01,9.916538939230889582e+01
9.893269009514837364e+01,1.042470740882826163e+02,9.884465142751918165e+01,9.357204643456437054e+01,9.343287796340024443e+01,1.043278984631970303e+02,8.067434278522186730e+01,8.632756182712982707e+01,1.040238925327145978e+02,9.007596500360054392e+01,9.895202034197734520e+01
9.894313027116541548e+01,1.042811229250772271e+02,9.882094562551283445e+01,9.356553429416261736e+01,9.344047201544651671e+01,1.043365522541503765e+02,8.073036645678655532e+01,8.740323670949968005e+01,1.040385234483146206e+02,8.859536098606825760e+01,9.889983870109023201e+01
9.911242042195576119e+01,1.044325768805657049e+02,9.897423620394525301e+01,9.376384077104356152e+01,9.364842281981228211e+01,1.044675630120529632e+02,8.125197316670627856e+01,8.882235683401913207e+01,1.041479107157914257e+02,8.733220611733356975e+01,9.902864205248503993e+01
9.920378140474099382e+01,1.045213356944565248e+02,9.907603802206543264e+01,9.388437354074089569e+01,9.377912472950376355e+01,1.045408307406994339e+02,8.184134769460605696e+01,9.011403987665254078e+01,1.041980351838685550e+02,8.623318576180210471e+01,9.911723479968863160e+01
9.907033916340685664e+01,1.044434529538350063e+02,9.897252987742295716e+01,9.376071822659601196e+01,9.367211962867060038e+01,1.044421989833493285e+02,8.228787628386794495e+01,9.096009417825071353e+01,1.041203285178805373e+02,8.523108917446614896e+01,9.902366060311724993e+01
9.885804229526772247e+01,1.043154892569117749e+02,9.880359540734815482e+01,9.356952893512641367e+01,9.350111822121645844e+01,1.042868773029738207e+02,8.280036408735443842e+01,9.147157583954016502e+01,1.040214783219279298e+02,8.450075614617861675e+01,9.888009388828079693e+01
9.881887459637334814e+01,1.043238185321835090e+02,9.880876518322229174e+01,9.358195317199809438e+01,9.353385099112266232e+01,1.042625970294859030e+02,8.365072073092639471e+01,9.185601168586465803e+01,1.040319197194235272e+02,8.422860955463272603e+01,9.890736836335149462e+01
9.897563154471623648e+01,1.044676020072481180e+02,9.899145413301492624e+01,9.378656408139339362e+01,9.375069063945585413e+01,1.043786651922312245e+02,8.473058591578893584e+01,9.197057361145117227e+01,1.041279575730473255e+02,8.424245270766058979e+01,9.909688729429835519e+01
9.909771636952963547e+01,1.045492478276554920e+02,9.910987866692930481e+01,9.390195125362588158e+01,9.386265314554938755e+01,1.044559477405913270e+02,8.565358498560934208e+01,9.141794828465538103e+01,1.041685158794589228e+02,8.407985605848573130e+01,9.920607385741845974e+01
