map_10dl_1min_no_rs, map_10dl_1min_yes_rs, map_10dl_2min_no_rs, map_15dl_1min_no_rs, map_15dl_2min_no_rs, map_15dl_2min_yes_rs, map_20dl_1min_no_rs, map_20dl_2min_no_rs, map_20dl_2min_yes_rs, map_20dl_3min_no_rs, map_20dl_3min_yes_rs
9.600418372042277326e+01,9.649161227130946372e+01,1.009139629071784441e+02,8.741295579948105399e+01,9.823563216237978679e+01,9.888161333183386148e+01,6.638036287180950978e+01,9.478199414339225370e+01,9.888345054771001230e+01,9.919635726014655575e+01,9.954659013930258027e+01
9.741386329594470794e+01,9.845106241497215649e+01,1.010293334622932520e+02,9.005431220344958376e+01,9.828996692678701663e+01,9.968059033505437583e+01,7.000043576431269798e+01,9.482959517829354468e+01,9.968179350800720329e+01,9.929792420740095338e+01,9.998840759236367148e+01
9.900045449403347675e+01,1.007040510577214150e+02,1.010887071151543068e+02,9.312355521833313787e+01,9.823542343230157314e+01,1.005363978492039507e+02,7.446257923248708721e+01,9.479316997158366576e+01,1.005365749874408294e+02,9.930983002418825834e+01,1.003864408331604210e+02
1.003233046383378735e+02,1.026769397275583486e+02,1.009452826026218730e+02,9.585505604812121305e+01,9.795221682450092260e+01,1.011620629640004125e+02,7.902161231265483821e+01,9.451858532212590092e+01,1.011620076664614771e+02,9.907916367462630092e+01,1.005253342082760639e+02
1.012809926593922256e+02,1.041402793736225618e+02,1.007276097830566783e+02,9.791944559709959606e+01,9.763084566190924818e+01,1.015774415267714090e+02,8.342327902368228365e+01,9.416789615036930172e+01,1.015770630409533908e+02,9.875023150294124719e+01,1.005126200326205748e+02
1.019646171527761851e+02,1.051200963278521954e+02,1.006588002236566979e+02,9.929459777197556036e+01,9.752819861103826327e+01,1.019388167583527007e+02,8.759886735653219603e+01,9.398189168730704068e+01,1.019376913567327705e+02,9.856844213263481436e+01,1.005891610571398616e+02
1.023414360937401284e+02,1.055952321626004959e+02,1.007453181335888388e+02,9.990561600724531388e+01,9.762258703408363658e+01,1.022227898231862184e+02,9.126875918536921972e+01,9.393512265850253584e+01,1.022217935537406106e+02,9.856536291573709718e+01,1.007799983444656533e+02
1.022400807390938553e+02,1.054549529417173659e+02,1.007693042977147684e+02,9.961269342557822881e+01,9.764231864112998949e+01,1.022241232714289083e+02,9.411550854106067732e+01,9.377435981262614462e+01,1.022241627281664762e+02,9.854051478570423228e+01,1.008688289852851767e+02
1.016512554169352711e+02,1.047583172708717996e+02,1.005981115105819299e+02,9.853948057430883978e+01,9.742617787101643501e+01,1.018676303062261468e+02,9.625108608526339538e+01,9.338359564097250143e+01,1.018685850527741366e+02,9.836579238696076288e+01,1.007176109755858278e+02
1.008849331483884981e+02,1.038583108829171664e+02,1.003693123610986220e+02,9.718938878294252959e+01,9.712630561732350998e+01,1.013756068470014640e+02,9.816056580140509880e+01,9.295649016275859822e+01,1.013766989312986908e+02,9.817525421818982068e+01,1.004635359512268451e+02
1.003189001277295915e+02,1.031449964151833569e+02,1.003054238996075469e+02,9.609623114004374145e+01,9.699224214325963089e+01,1.010405699911142676e+02,1.000165067822408673e+02,9.274481569661278968e+01,1.010415575116868467e+02,9.816928960438168872e+01,1.003356181346098310e+02
1.000253456019214013e+02,1.026985959494580101e+02,1.004095785745148248e+02,9.538970025888075099e+01,9.702522844387468126e+01,1.008980403842450073e+02,1.011884561488459866e+02,9.271640455882828746e+01,1.008995015134696871e+02,9.829904027880327533e+01,1.003367856884824789e+02
9.976665355382399980e+01,1.022971693521827916e+02,1.004606590661263112e+02,9.480900486403052696e+01,9.698515270435125046e+01,1.007331632792549669e+02,1.006628235673636738e+02,9.258985910005529263e+01,1.007360718213584789e+02,9.829656026595532126e+01,1.002493511300274918e+02
9.935358912315736291e+01,1.017733469632415364e+02,1.003187571225319346e+02,9.413720584145968928e+01,9.673313365689955390e+01,1.004094833919170071e+02,9.802123595113603471e+01,9.221950548688793958e+01,1.004135045134087392e+02,9.803015539964212621e+01,9.995989801199986857e+01
9.888843801076922091e+01,1.012451883569315640e+02,1.001092839503574083e+02,9.347648481320922542e+01,9.642418166916202438e+01,1.000666976776252142e+02,9.391344715085787698e+01,9.179312078702301392e+01,1.000701730274395800e+02,9.768499623584310143e+01,9.962963621282979432e+01
9.859335018829625596e+01,1.009396844154009187e+02,1.000446873688891145e+02,9.303681821637368898e+01,9.628929097318273023e+01,9.992005654663239511e+01,8.955118215325256870e+01,9.156468486448518718e+01,9.992138032822660421e+01,9.752677634138018448e+01,9.948213410983903771e+01
9.847795589387663995e+01,1.008616051960691351e+02,1.001227144263402380e+02,9.278941601573419007e+01,9.631539111097748673e+01,9.995306618455400383e+01,8.584084736362316903e+01,9.150571839722138634e+01,9.995206092144853471e+01,9.756053194872716006e+01,9.948671855305946110e+01
9.832758062251025422e+01,1.007777233663808403e+02,1.001256793636368627e+02,9.248149600545914950e+01,9.626062390080058151e+01,9.991818092624478709e+01,8.303943030267696201e+01,9.134273287552775855e+01,9.991568753744510900e+01,9.754908860039344631e+01,9.939421149811684586e+01
9.801470985544641223e+01,1.005282582828836127e+02,9.993047277564784281e+01,9.198352830391876012e+01,9.599482635465871283e+01,9.966605905087214978e+01,8.105999606313321237e+01,9.094691431865119569e+01,9.966351460564794706e+01,9.735339091904070585e+01,9.908319573209402620e+01
9.768770462354248707e+01,1.002193592794678665e+02,9.968272698552014788e+01,9.148273584945702908e+01,9.568347949931170149e+01,9.935442772479443363e+01,7.980563204126677590e+01,9.052564202093640233e+01,9.935311422074417465e+01,9.712050368572660375e+01,9.873656548094372454e+01
9.757052790294999056e+01,1.000558142639741845e+02,9.960596090686718185e+01,9.122801679546142850e+01,9.555977532162140164e+01,9.924241558683949904e+01,7.909964131483678784e+01,9.033716275444699306e+01,9.924270190297751526e+01,9.706733540038798935e+01,9.862173421380606442e+01
9.764016795637439827e+01,1.000559234644779423e+02,9.970517276784073601e+01,9.117411062715937931e+01,9.559496102286853159e+01,9.934899479628649033e+01,7.847932753773679337e+01,9.031990264001548496e+01,9.935028916343652838e+01,9.716762739038775010e+01,9.874421956109713960e+01
9.764933677513052146e+01,1.000330422058698616e+02,9.975872385895935679e+01,9.104177964807388435e+01,9.552926487612259621e+01,9.942696480161245631e+01,7.736158489811057848e+01,9.016288298257053668e+01,9.942820842830182926e+01,9.716685267484550081e+01,9.885117114276035011e+01
9.746512677745974429e+01,9.988166367942660884e+01,9.962286884779645391e+01,9.071147609410510881e+01,9.523506473681688078e+01,9.929132371059526463e+01,7.553530419431758958e+01,8.972580421703632680e+01,9.929191973599907328e+01,9.692319513629183803e+01,9.877105999429628014e+01
9.725571482926339684e+01,9.974341346885486814e+01,9.942484763720092644e+01,9.040549826079760010e+01,9.490184171933000812e+01,9.905433854118902559e+01,7.337783654765591734e+01,8.922936807506356161e+01,9.905441573383849629e+01,9.660951355295073029e+01,9.861767445106410435e+01
9.727124757829558632e+01,9.981755412818596085e+01,9.936641604235708769e+01,9.040061446524087785e+01,9.479037698183117300e+01,9.895767405045533849e+01,7.148756228809946833e+01,8.896302047395055013e+01,9.895772093535836689e+01,9.648355207249294097e+01,9.861124272971872529e+01
9.749818869105014585e+01,1.000661924836150973e+02,9.942800813815442496e+01,9.065239832453872282e+01,9.488454741574936691e+01,9.903906718668089582e+01,7.015510729892864106e+01,8.889023133036589286e+01,9.903908819429280186e+01,9.654653893815509491e+01,9.875439604498090773e+01
9.767516071192761729e+01,1.002506131068489594e+02,9.938564952980861733e+01,9.085390238557940279e+01,9.490831779649991518e+01,9.909868859067692881e+01,6.931093534344388729e+01,8.870585839512474990e+01,9.909830352825633781e+01,9.654756432804977351e+01,9.882297308201322039e+01
9.764792219456319344e+01,1.002665116964153640e+02,9.913251895030262517e+01,9.085519701509433332e+01,9.469910293775259902e+01,9.900548434072189252e+01,6.891628654598646619e+01,8.826540436431413639e+01,9.900453381232414074e+01,9.633564735814017865e+01,9.868641525064305142e+01
9.756996199055345187e+01,1.002988364870405746e+02,9.885768959867307615e+01,9.086264263937675878e+01,9.441881601163701987e+01,9.889501706787225999e+01,6.915035143003984786e+01,8.778722534878230022e+01,9.889349632111499488e+01,9.606786403895030446e+01,9.849229221939894785e+01
9.768726442460884130e+01,1.005792146639768703e+02,9.881488543699497029e+01,9.115060790296082871e+01,9.430924145864341313e+01,9.898154024203063273e+01,7.011033689197418539e+01,8.755155734154753588e+01,9.897966259651954601e+01,9.598368360316293035e+01,9.846987476419859320e+01
9.799707621329032747e+01,1.010565643071853970e+02,9.898828222314783432e+01,9.166971974742305918e+01,9.435183972115231654e+01,9.924249015294087428e+01,7.149915397970818276e+01,8.750373309831743995e+01,9.924161598517709137e+01,9.606149811193353116e+01,9.860325080976251400e+01
9.824796370646889443e+01,1.014366745339606979e+02,9.911397365383515989e+01,9.209738857955781555e+01,9.429239842332766841e+01,9.943441221035280364e+01,7.284613166153444297e+01,8.731575252928108455e+01,9.943513563732291516e+01,9.604476267180540106e+01,9.864620843422032692e+01
9.828420580264386786e+01,1.015484408305170234e+02,9.902789322520824555e+01,9.226802973524932838e+01,9.400018237898645168e+01,9.942320470833851687e+01,7.404829510312886498e+01,8.683260530237313901e+01,9.942451341179352653e+01,9.579841327971512044e+01,9.846753971943672923e+01
9.825065380734844211e+01,1.015450868227795809e+02,9.886371809736600369e+01,9.237441545290883482e+01,9.365578208568648222e+01,9.936016700230659637e+01,7.549689044815984573e+01,8.628085703515996840e+01,9.936110095352076144e+01,9.549359126034347867e+01,9.823650246602097980e+01
9.837264604076283092e+01,1.016835973328330027e+02,9.883760215047689712e+01,9.267362524987160555e+01,9.350786958588955144e+01,9.946129227838828513e+01,7.756982066012787413e+01,8.596404296929726740e+01,9.946221309961865131e+01,9.537478945222461846e+01,9.819557146153339033e+01
9.863797792299655498e+01,1.019889118865407340e+02,9.893138892680441643e+01,9.311335808546890291e+01,9.353025993912139313e+01,9.969513172143906843e+01,8.011753821644008156e+01,8.584965870930840026e+01,9.969649683380318095e+01,9.542652770645881333e+01,9.833590635012852488e+01
9.881229528990368749e+01,1.022405199235152367e+02,9.891110237934840654e+01,9.338560765752126258e+01,9.345566670909597917e+01,9.980666545715753557e+01,8.259603644712528592e+01,8.561713644042806948e+01,9.980825807273485850e+01,9.538800512441588353e+01,9.841267445743305586e+01
9.876190047812148975e+01,1.022896269036159396e+02,9.865452283995580274e+01,9.334241034410953830e+01,9.315202150920046620e+01,9.965333011920017725e+01,8.465051495652302549e+01,8.510875669590726034e+01,9.965485520584861945e+01,9.511103828034053720e+01,9.828226612979804599e+01
9.864505678724114546e+01,1.022655204304109589e+02,9.833171146429643272e+01,9.320167772145634899e+01,9.281085395383850312e+01,9.940189198773566659e+01,8.638247101031089414e+01,8.453959883058347202e+01,9.940321897930037665e+01,9.477143951791578047e+01,9.809328705249455993e+01
9.870672537552484016e+01,1.023889151443342627e+02,9.818765414038632855e+01,9.326127742082060479e+01,9.268739125244390209e+01,9.931405965820960091e+01,8.802322218070442261e+01,8.416921239661553500e+01,9.931475966314602033e+01,9.462952083206215548e+01,9.806779769338889707e+01
9.893598236222233311e+01,1.026599954916502213e+02,9.822362263712440722e+01,9.351251486015937076e+01,9.274645383063112547e+01,9.941360403696762660e+01,8.954116307025837784e+01,8.389002134732558602e+01,9.941326694975948897e+01,9.467169738255599043e+01,9.818820073911216184e+01
9.907269809995766252e+01,1.028522860233003229e+02,9.821369990746164547e+01,9.367420614122698908e+01,9.270245558613970616e+01,9.947851213892310795e+01,9.074561177330154749e+01,8.332715814325644033e+01,9.947785609605894308e+01,9.463720065528636383e+01,9.821521103387392770e+01
9.896356537060958658e+01,1.028249536194266227e+02,9.802970415931443426e+01,9.359352276507135571e+01,9.241101131811072378e+01,9.937219479914838871e+01,9.168417878022172829e+01,8.234754343771714957e+01,9.937165855556486349e+01,9.438691258649808447e+01,9.802226767217538850e+01
9.876986614202048997e+01,1.027145341065283191e+02,9.782272759102737325e+01,9.345545781360857518e+01,9.206563719147543168e+01,9.924132347486204253e+01,9.267597761780939436e+01,8.127540142462514439e+01,9.924119379347003189e+01,9.409208779324461602e+01,9.778204982257796019e+01
9.875071963283620846e+01,1.027576641578757375e+02,9.781196366112273211e+01,9.352307778655257664e+01,9.193126924429810742e+01,9.930156164169567035e+01,9.383724482947977208e+01,8.050788142023409932e+01,9.930223039981406430e+01,9.399640293603074781e+01,9.774415805748101604e+01
9.891797438374729268e+01,1.029674931257470689e+02,9.796911263606763498e+01,9.376462229697253292e+01,9.197145324118945098e+01,9.952106292317431269e+01,9.469891913975675379e+01,8.003911690778443244e+01,9.952244846377671195e+01,9.407805171349815510e+01,9.789155984338806604e+01
9.902798274324197791e+01,1.031176047794689055e+02,9.803727850975955960e+01,9.388332349249803599e+01,9.189490167223499384e+01,9.963924641847046360e+01,9.450260486097430146e+01,7.953504452310097861e+01,9.964137604324059794e+01,9.407372094901225523e+01,9.795998456216725003e+01
9.892142873166832828e+01,1.030555603553410862e+02,9.786596968926826889e+01,9.371343706003115415e+01,9.155930726433534517e+01,9.951211530037350883e+01,9.294211288697211160e+01,7.884091361756398442e+01,9.951467757587624874e+01,9.383931128674153399e+01,9.779250133954587909e+01
9.873619496596450062e+01,1.029023667546622818e+02,9.760143536736860881e+01,9.343480301791674947e+01,9.117042017257027453e+01,9.930838701139470004e+01,9.050462159290806596e+01,7.820148636449188473e+01,9.931099293613475254e+01,9.354162558738042321e+01,9.753471413269522827e+01
9.870857529146769593e+01,1.028793742350762983e+02,9.748262140467672054e+01,9.331795601378523486e+01,9.100405691570823308e+01,9.928024352302891486e+01,8.802527516805768926e+01,7.790589968697130985e+01,9.928262712924704658e+01,9.342135374003549941e+01,9.743307313335364483e+01
9.883532506400487705e+01,1.029991872535517814e+02,9.751428911496502394e+01,9.335099313444096936e+01,9.102667925290099049e+01,9.941885982336499694e+01,8.600877917641835779e+01,7.786915282646073422e+01,9.942059382962574432e+01,9.345968369408923593e+01,9.749836996024170332e+01
9.887326351188998785e+01,1.030549682042029360e+02,9.747534947205107869e+01,9.326430274410539312e+01,9.094479584709795006e+01,9.946553752828440054e+01,8.445505036348541239e+01,7.774550236904887868e+01,9.946611206341941624e+01,9.340125004044905666e+01,9.750702143602741501e+01
9.868091936315558144e+01,1.029185862018656223e+02,9.725003697267104030e+01,9.292350822413057188e+01,9.060966555738210104e+01,9.926589788286909766e+01,8.324134559029310765e+01,7.740768422257566783e+01,9.926558598838411740e+01,9.311867237360179672e+01,9.732975608478801632e+01
9.841902765570739575e+01,1.027183397205890714e+02,9.700195399033999877e+01,9.254009388134072367e+01,9.021277295509133864e+01,9.897646552459085001e+01,8.240988625901718478e+01,7.709251791686322974e+01,9.897629390857765941e+01,9.280106145639689430e+01,9.711117923457769052e+01
9.833820588425143683e+01,1.026702857113596252e+02,9.694876531357019189e+01,9.239774298798901953e+01,9.000537814472195919e+01,9.884974601908801617e+01,8.197635272260689021e+01,7.701617115233885613e+01,9.885005391248826356e+01,9.269989268028625418e+01,9.707004551384737567e+01
9.843870274600908488e+01,1.027847598934098272e+02,9.704626789685566735e+01,9.247169725770112336e+01,8.994159446272603020e+01,9.889897892160576021e+01,8.161756371178465486e+01,7.702776007716809659e+01,9.889964459669411667e+01,9.277510732975099472e+01,9.718024983599939048e+01
9.847945339012895261e+01,1.028538152369072236e+02,9.704592468837832087e+01,9.247117631326590015e+01,8.977853837050957964e+01,9.891801483777740600e+01,8.080058705477576098e+01,7.684749715466389830e+01,9.891866591928773289e+01,9.273838538456753611e+01,9.718647981085361209e+01
9.831995499182102094e+01,1.027473168761386972e+02,9.687324475948189217e+01,9.224541311755577055e+01,8.951357294641080387e+01,9.884256900950951774e+01,7.930163059890364252e+01,7.660133800039474750e+01,9.884216411699840421e+01,9.244699888644757380e+01,9.695619611734626631e+01
9.811342661573698365e+01,1.025979239821156170e+02,9.680104816459490280e+01,9.199090446572347446e+01,8.953775731686582162e+01,9.894179303615291587e+01,7.746419827428857730e+01,7.687266848569235833e+01,9.894000147706947246e+01,9.209810845153370451e+01,9.667359643409147907e+01
9.809968973635714917e+01,1.026198371861215719e+02,9.716120011752398966e+01,9.197969608321129442e+01,9.024727745133145618e+01,9.954403841419146204e+01,7.585807608257694312e+01,7.810716698920516876e+01,9.954203017701078693e+01,9.196248573951376670e+01,9.659858030620434022e+01
9.826741200949919630e+01,1.028107879513308376e+02,9.793343211582011065e+01,9.217947651310278445e+01,9.156559138877966575e+01,1.006239016299595903e+02,7.475807672317925778e+01,8.008519745989390515e+01,1.006231347077298182e+02,9.201289477808302308e+01,9.672653711655728159e+01
9.836707364289173938e+01,1.029533146940612198e+02,9.875136350298168963e+01,9.229704741715465843e+01,9.299071628142915813e+01,1.017921574216387626e+02,7.408528888841530602e+01,8.214241500991855105e+01,1.017929117049448990e+02,9.196326419372192618e+01,9.679836928277657648e+01
9.825971320205545112e+01,1.029170778859918016e+02,9.931498626366999360e+01,9.218541767429267964e+01,9.410640869509191475e+01,1.027054026030145764e+02,7.379122916270290489e+01,8.385755152761994680e+01,1.027065184412099796e+02,9.166788327352617216e+01,9.665044510146032053e+01
9.811000772311015794e+01,1.028321584446500054e+02,9.966220304333722879e+01,9.204462210393991484e+01,9.489683582183239707e+01,1.033509195531285769e+02,7.404032912216216289e+01,8.534223518029284605e+01,1.033508179087638723e+02,9.132254222794718146e+01,9.642350846369292583e+01
9.816461204535450236e+01,1.029047981322877945e+02,9.998559758187489876e+01,9.214331779177092585e+01,9.552802909205520621e+01,1.038933642356563212e+02,7.491562025834319627e+01,8.685487675356012005e+01,1.038916534304382253e+02,9.118758659049869664e+01,9.636026798851457897e+01
9.841519556762615650e+01,1.031249166361794778e+02,1.002875241434954745e+02,9.244609210707446323e+01,9.596813862400989592e+01,1.043399210591769446e+02,7.612097754835720309e+01,8.834270329776929032e+01,1.043376723376987059e+02,9.122527699926034472e+01,9.646783776164599544e+01
9.859947705752539093e+01,1.032780889676444787e+02,1.003512033155808894e+02,9.265557837469974345e+01,9.599052807815247945e+01,1.045024890628533285e+02,7.720610749182918653e+01,8.953663034040408775e+01,1.044999341739285796e+02,9.114838217444602719e+01,9.651592107614328597e+01
9.854835187398229834e+01,1.032445396879651582e+02,1.000771625005040022e+02,9.261806325918067273e+01,9.554052394990696939e+01,1.042937973355356718e+02,7.808009982638235158e+01,9.041068497817744287e+01,1.042906371033321307e+02,9.081991885921351582e+01,9.637388734838174287e+01
9.840360016278795285e+01,1.031684418512551389e+02,9.967540981283417523e+01,9.252830087981287477e+01,9.491863527507271669e+01,1.039114568755513091e+02,7.909866177380604313e+01,9.128922482957224815e+01,1.039076895002431087e+02,9.044329476920252375e+01,9.619849682750674447e+01
9.841011270377141784e+01,1.032600940013166735e+02,9.943126111722594374e+01,9.265585227487981967e+01,9.449055060219400559e+01,1.036468634492292153e+02,8.056279292056345298e+01,9.237910017751597991e+01,1.036431211646520865e+02,9.028926332266063071e+01,9.620630494118707077e+01
9.857985681855376470e+01,1.035034066664104415e+02,9.936508757099866784e+01,9.296684336947708971e+01,9.429843270721170256e+01,1.035565631431952198e+02,8.226838273669955015e+01,9.330988653699266422e+01,1.035538790033057666e+02,9.032764928423129902e+01,9.634180591544675565e+01
9.868512817156415906e+01,1.036646826464778286e+02,9.923810232470580672e+01,9.316491572415202427e+01,9.407676102176552035e+01,1.034386550298486327e+02,8.371555750324118605e+01,9.335152225354386246e+01,1.034374301808602610e+02,9.026863000925908409e+01,9.632330287511575762e+01
9.859046784932223773e+01,1.036021090843705394e+02,9.890737046177744674e+01,9.309542720990080511e+01,9.365689859492741220e+01,1.031474109112636484e+02,8.471092427533930902e+01,9.211280480056764475e+01,1.031475825996183033e+02,8.997063804000279674e+01,9.602427991864630030e+01
9.845390739290121473e+01,1.034603223067695268e+02,9.854053019901434141e+01,9.295377101229912853e+01,9.320014176703868714e+01,1.028150348644803387e+02,8.556364007801684579e+01,8.993132762907954714e+01,1.028160656914074309e+02,8.963774899574308108e+01,9.566934778019631835e+01
9.851328560901212938e+01,1.034790145001484944e+02,9.839187301451894996e+01,9.301903881190187917e+01,9.296013866074993359e+01,1.026738760649357829e+02,8.664434362904404452e+01,8.753789582950572878e+01,1.026755418161418021e+02,8.953103160084569367e+01,9.556911533573067175e+01
9.875665220053669202e+01,1.036771903805423847e+02,9.846036128390811371e+01,9.326486718114463770e+01,9.292227075567497252e+01,1.027413781898767269e+02,8.791616992835783151e+01,8.542487987341165478e+01,1.027439168344331648e+02,8.959729760870276039e+01,9.574016895055073917e+01
9.892283904558544805e+01,1.038470182172892180e+02,9.850197688266386820e+01,9.339835300340430990e+01,9.281826528443802715e+01,1.028044237851962208e+02,8.904153295916890443e+01,8.366442511726988585e+01,1.028073216293252301e+02,8.952356209579006929e+01,9.589939205607122119e+01
9.884470074130391026e+01,1.038538936224239393e+02,9.836699172393728929e+01,9.327020831153019742e+01,9.250362536852732376e+01,1.027116683036375377e+02,8.988671628870989139e+01,8.223384527978291203e+01,1.027142304157322741e+02,8.916567954257635620e+01,9.583561757470681641e+01
9.866449260426142587e+01,1.038119057814092798e+02,9.819206274021659908e+01,9.307798553301527988e+01,9.216122371887524878e+01,1.025656550488047003e+02,9.069795680828156037e+01,8.124801811876230317e+01,1.025672562490534574e+02,8.875509320807741176e+01,9.565453004592133368e+01
9.862117998785096518e+01,1.039131911474061241e+02,9.819388380535222893e+01,9.309271000434242183e+01,9.204688466426722471e+01,1.025574013260459481e+02,9.168317440754572090e+01,8.073985812033814113e+01,1.025578464707542423e+02,8.859085545034872666e+01,9.558478806703681130e+01
9.872821006113575493e+01,1.041432157710229802e+02,9.834346715684324636e+01,9.328881901900984985e+01,9.212886356775604213e+01,1.026852164212110239e+02,9.255327560803139875e+01,8.036034181068593796e+01,1.026842605259163861e+02,8.862925982049459606e+01,9.563296987746041111e+01
9.877216404694580376e+01,1.042785625213343081e+02,9.838520630405335510e+01,9.337630816920645316e+01,9.213003187090701829e+01,1.027495840947637618e+02,9.267132894867411608e+01,7.955578518661765486e+01,1.027480121666146289e+02,8.854404680629998836e+01,9.558086370715645330e+01
9.862968099390630528e+01,1.041801948593652867e+02,9.818536150467006962e+01,9.320186231045364877e+01,9.191509809532104214e+01,1.026393157020551001e+02,9.169259888285040461e+01,7.813332690477905373e+01,1.026388184149939065e+02,8.817657352842434193e+01,9.532884427071984135e+01
9.845785937022891687e+01,1.039882097640551564e+02,9.792209727695681920e+01,9.296427354632672291e+01,9.168087014768477161e+01,1.025009685066369371e+02,8.993432126130942095e+01,7.651358854358585404e+01,1.025020120113799607e+02,8.775322823009719286e+01,9.507741890065265977e+01
9.848822784625700422e+01,1.039444539552861926e+02,9.786228872845151727e+01,9.293829464639354399e+01,9.169567024394109467e+01,1.025462312237766298e+02,8.803969483261593609e+01,7.531026048052397925e+01,1.025482078368257817e+02,8.757561420214894099e+01,9.507420616969643845e+01
9.869560429096362952e+01,1.040813012939578641e+02,9.802214726705577164e+01,9.309804833956484060e+01,9.192756795543773762e+01,1.027691983407999317e+02,8.638784135438318401e+01,7.474735387180943746e+01,1.027710976711051671e+02,8.760776701603097649e+01,9.526582759866158767e+01
9.881047523511173836e+01,1.041992669008607066e+02,9.815907612126521542e+01,9.315717007967151631e+01,9.208566095219302383e+01,1.029508995574475989e+02,8.496718540897795435e+01,7.463355133054878365e+01,1.029520479874208263e+02,8.752188769558347303e+01,9.534859715188919438e+01
9.867679319200266264e+01,1.041564739767436834e+02,9.811247053258092876e+01,9.296978571658358703e+01,9.202353510421787064e+01,1.029555121986117285e+02,8.373433001937291920e+01,7.482409033314749536e+01,1.029553930742071230e+02,8.715003144175464911e+01,9.516114605073158828e+01
9.846112952357864856e+01,1.040551144556879279e+02,9.802093794953783856e+01,9.273286357681934078e+01,9.193882134786504423e+01,1.029177246664659151e+02,8.284607746982881338e+01,7.544945138976287069e+01,1.029164677624705035e+02,8.671617017050184018e+01,9.488827413202197647e+01
9.843144712291163501e+01,1.040806879377946785e+02,9.811030790585775208e+01,9.272047495151049645e+01,9.209742368930855605e+01,1.030528784132173001e+02,8.241745331712772327e+01,7.661069828946047267e+01,1.030510338487322883e+02,8.652881086656248044e+01,9.480423514830725651e+01
9.860111714708503428e+01,1.042355410697927169e+02,9.836057057831891370e+01,9.291044669638826292e+01,9.245656220702777262e+01,1.033587261249746660e+02,8.217717511308734402e+01,7.804235745587750728e+01,1.033561721212646347e+02,8.655426229916841407e+01,9.490224264121678743e+01
9.872340478522404794e+01,1.043337821503271385e+02,9.852054580153458119e+01,9.301128242226387499e+01,9.271094475016988667e+01,1.036145328926847355e+02,8.159210961813154483e+01,7.930505691556869863e+01,1.036116536969071689e+02,8.645957891544694007e+01,9.491491535194265339e+01
9.863865471711690702e+01,1.042648840562255543e+02,9.845537932213419197e+01,9.286213109592463866e+01,9.269996456954514485e+01,1.036832300873909389e+02,8.040278423050506262e+01,8.029079804921471464e+01,1.036817438258574242e+02,8.607391027540332118e+01,9.469316424992982206e+01
9.848504235138615570e+01,1.041591423803222085e+02,9.833547447777296213e+01,9.265142994803622400e+01,9.261559566409655986e+01,1.036963376056977211e+02,7.890428665368794725e+01,8.131707336629477822e+01,1.036975811064637440e+02,8.562343712611470892e+01,9.441347562075463884e+01
9.849134078860623731e+01,1.042194263216962611e+02,9.841161050532056720e+01,9.265248921186939413e+01,9.273352859028592832e+01,1.038633366823542730e+02,7.761833985519832879e+01,8.265145876470195674e+01,1.038666992017010955e+02,8.540718843904596724e+01,9.433034384731902833e+01
9.865032545591405722e+01,1.044371198821838789e+02,9.867305315117754105e+01,9.284408047861303714e+01,9.302597311537512326e+01,1.041746045687185074e+02,7.677950971755782916e+01,8.409029692589029992e+01,1.041775363704489621e+02,8.536597156284572918e+01,9.442898268099051506e+01
9.872329186687389324e+01,1.045860227952804991e+02,9.885599852311720781e+01,9.294745352820935125e+01,9.319657401435620159e+01,1.044007058635621803e+02,7.628121318435462683e+01,8.518050133104769372e+01,1.044014363464187483e+02,8.514089190777104932e+01,9.445174680638388054e+01
9.857643814299048302e+01,1.045211919979789172e+02,9.879446653319274674e+01,9.282066591650064424e+01,9.309236958840924103e+01,1.044025962686549320e+02,7.606482974722982249e+01,8.580746037291969230e+01,1.044015819786563384e+02,8.456193854235390006e+01,9.426124684445740343e+01
9.837816106552341466e+01,1.043682903320942472e+02,9.863059209870394284e+01,9.265455062113649376e+01,9.291585379518595289e+01,1.043120255869690567e+02,7.630629306552657454e+01,8.636259870987635168e+01,1.043109998420651436e+02,8.389103766046723365e+01,9.403316667858202038e+01
9.837545850959664051e+01,1.043468397831927206e+02,9.861119384558490708e+01,9.271973269618162306e+01,9.295404535055679673e+01,1.043466849782750785e+02,7.711727093337698591e+01,8.727508258236586869e+01,1.043464305717164393e+02,8.347275248045664853e+01,9.401742753674770370e+01
9.856276987603132511e+01,1.044764398632063660e+02,9.875223525783866307e+01,9.298294892769995101e+01,9.318975287002066921e+01,1.045198253455895525e+02,7.823211376919772420e+01,8.850388404557045874e+01,1.045197554431261011e+02,8.326643070853666018e+01,9.418190896789299416e+01
9.869014363005828727e+01,1.045676410837607762e+02,9.883476484048195232e+01,9.314355699066672400e+01,9.333431535416924874e+01,1.046321881592567422e+02,7.921456494014904592e+01,8.962523208524191887e+01,1.046318435283458541e+02,8.291184694866768723e+01,9.424226587119360943e+01
9.860409136343987768e+01,1.045014184713826211e+02,9.873149793006622588e+01,9.304331728619870034e+01,9.323482761260416396e+01,1.045571727016871506e+02,7.995999203390559273e+01,9.036294710206728098e+01,1.045571060768379397e+02,8.224246411777821208e+01,9.404509869158802360e+01
